full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized,text_lemmatized,pos,neg,neu,label
want to sell wts sonny angel hippers crocodile looking back k harga aft svidincl admin With bnf Unusedfresh pull Ready Ina Pengiriman pilih sicepatjnejnt tag sonny angel lfb songel unsealed wts wtb sell sonny angel hippers animal harvest series,want to sell wts sonny angel hippers crocodile looking back k harga aft svidincl admin With bnf Unusedfresh pull Ready Ina Pengiriman pilih sicepatjnejnt tag sonny angel lfb songel unsealed wts wtb sell sonny angel hippers animal harvest series,want to sell wts sonny angel hippers crocodile looking back k price aft svidincl admin with bnf unitedfresh pull ready ina delivery select sicepatjnt tag sonny angel lfb songel unsealed wts wtb wtb sonny sonny angel angel angel hippers animal hippers animal hippers animal hippers animal harvest series,want sell wts sonny angel hippers crocodile looking back k price aft svidincl admin bnf unitedfresh pull ready ina delivery select sicepatjnt tag sonny angel lfb songel unsealed wts wtb wtb sonny sonny angel angel angel hippers animal hippers animal hippers animal hippers animal harvest series,"['want', 'sell', 'wts', 'sonny', 'angel', 'hippers', 'crocodile', 'looking', 'back', 'k', 'price', 'aft', 'svidincl', 'admin', 'bnf', 'unitedfresh', 'pull', 'ready', 'ina', 'delivery', 'select', 'sicepatjnt', 'tag', 'sonny', 'angel', 'lfb', 'songel', 'unsealed', 'wts', 'wtb', 'wtb', 'sonny', 'sonny', 'angel', 'angel', 'angel', 'hippers', 'animal', 'hippers', 'animal', 'hippers', 'animal', 'hippers', 'animal', 'harvest', 'series']","['want', 'sell', 'wts', 'sonny', 'angel', 'hippers', 'crocodile', 'look', 'back', 'k', 'price', 'aft', 'svidincl', 'admin', 'bnf', 'unitedfresh', 'pull', 'ready', 'ina', 'delivery', 'select', 'sicepatjnt', 'tag', 'sonny', 'angel', 'lfb', 'songel', 'unsealed', 'wts', 'wtb', 'wtb', 'sonny', 'sonny', 'angel', 'angel', 'angel', 'hippers', 'animal', 'hippers', 'animal', 'hippers', 'animal', 'hippers', 'animal', 'harvest', 'series']",want sell wts sonny angel hippers crocodile look back k price aft svidincl admin bnf unitedfresh pull ready ina delivery select sicepatjnt tag sonny angel lfb songel unsealed wts wtb wtb sonny sonny angel angel angel hippers animal hippers animal hippers animal hippers animal harvest series,0.079,0.0,0.921,positive
Pantesan nanti pulang ngantor mau ku anterin saja deh Makasih yaa,Pantesan nanti pulang ngantor mau ku anterin saja deh Makasih yaa,"i wonder i will go home later, i want to wait, thank you",wonder go home later want wait thank,"['wonder', 'go', 'home', 'later', 'want', 'wait', 'thank']","['wonder', 'go', 'home', 'later', 'want', 'wait', 'thank']",wonder go home later want wait thank,0.432,0.0,0.568,positive
Bener paket hampir seminggu tidak nyampe Keburu luka gw sembuh anjr,Bener paket hampir seminggu tidak nyampe Keburu luka gw sembuh anjr,"the package is true for almost a week, i didn't arrive in my wound healed anjr",package true almost week arrive wound healed anjr,"['package', 'true', 'almost', 'week', 'arrive', 'wound', 'healed', 'anjr']","['package', 'true', 'almost', 'week', 'arrive', 'wound', 'heal', 'anjr']",package true almost week arrive wound heal anjr,0.286,0.0,0.714,positive
Sicepat lagi kenapa deh sudah ngechat sellernya dan paket sudah diserahin ke kurir tetapi ini sampai tanggal segini masih stuck kek gini saja Ini sudah pakai yang next day pula HADAAAHHH,lagi kenapa deh sudah ngechat sellernya dan paket sudah diserahin ke kurir tetapi ini sampai tanggal segini masih stuck kek gini saja Ini sudah pakai yang next day pula HADAAAHHH,"again why do you have the seller and the package has been handed over to the courier but until this date it is still stuck like this, this is already used next day too hadaahh",seller package handed courier date still stuck like this already used next day hadaahh,"['seller', 'package', 'handed', 'courier', 'date', 'still', 'stuck', 'like', 'this', 'already', 'used', 'next', 'day', 'hadaahh']","['seller', 'package', 'hand', 'courier', 'date', 'still', 'stuck', 'like', 'this', 'already', 'use', 'next', 'day', 'hadaahh']",seller package hand courier date still stuck like this already use next day hadaahh,0.305,0.107,0.588,positive
cape sangat saya sama sicepat cabang sinisicepat yang tidak cepat,cape sangat saya sama cabang sinisicepat yang tidak cepat,i am very tired of the snight snisons that are not fast,tired snight snisons fast,"['tired', 'snight', 'snisons', 'fast']","['tire', 'snight', 'snisons', 'fast']",tire snight snisons fast,0.333,0.0,0.667,positive
sicepat spx suka nyasarr,suka nyasarr,likes to stray,likes stray,"['likes', 'stray']","['like', 'stray']",like stray,0.714,0.0,0.286,positive
Want To Sell Mingyu PC Help rtlikes Jateng INA SicepatAnteraja Splitpay CO video Shopee Good Condi,Want To Sell Mingyu PC Help rtlikes Jateng INA SicepatAnteraja Splitpay CO video Shopee Good Condi,want to sell mingyu pc help rtlies jateng ina sicepatanteraja splitpay co video shopee good condi,want sell mingyu pc help rtlies jateng ina sicepatanteraja splitpay co video shopee good condi,"['want', 'sell', 'mingyu', 'pc', 'help', 'rtlies', 'jateng', 'ina', 'sicepatanteraja', 'splitpay', 'co', 'video', 'shopee', 'good', 'condi']","['want', 'sell', 'mingyu', 'pc', 'help', 'rtlies', 'jateng', 'ina', 'sicepatanteraja', 'splitpay', 'co', 'video', 'shopee', 'good', 'condi']",want sell mingyu pc help rtlies jateng ina sicepatanteraja splitpay co video shopee good condi,0.365,0.0,0.635,positive
lambatt Disuruh telepon ke JNE pusat Tangerang Tapi pas ditelpon diangkat didiemkan saja Pakai JNE yes bukannya cepet malah hilang tidak ada kabar paketnya lebih cepet reguler sekelas wahana shopee express jnt sicepat Barang butuh cepet malah tidak ada kbar,lambatt Disuruh telepon ke pusat Tangerang Tapi pas ditelpon diangkat didiemkan saja Pakai yes bukannya cepet malah hilang tidak ada kabar paketnya lebih cepet reguler sekelas shopee express Barang butuh cepet malah tidak ada kbar,"slowly told to call the center for tangerang, but when i was called the phone, i was just put in a place, i used it, instead of being fast, there was no news that the package was faster.",slowly told call center tangerang called phone put place used it instead fast news package faster,"['slowly', 'told', 'call', 'center', 'tangerang', 'called', 'phone', 'put', 'place', 'used', 'it', 'instead', 'fast', 'news', 'package', 'faster']","['slowly', 'told', 'call', 'center', 'tangerang', 'call', 'phone', 'put', 'place', 'use', 'it', 'instead', 'fast', 'news', 'package', 'faster']",slowly told call center tangerang call phone put place use it instead fast news package faster,0.091,0.0,0.909,positive
SUMPAH YA PAKET AKU MANA SURUH TUNGGU TERUSSSSSS SAMPE KAPAN Tidak memuaskan bintang,SUMPAH YA PAKET AKU MANA SURUH TUNGGU TERUSSSSSS SAMPE KAPAN Tidak memuaskan bintang,"i swear, where is my package, where are you asking to wait until when it doesn't satisfy the stars",swear package asking wait satisfy stars,"['swear', 'package', 'asking', 'wait', 'satisfy', 'stars']","['swear', 'package', 'ask', 'wait', 'satisfy', 'star']",swear package ask wait satisfy star,0.366,0.146,0.488,positive
Kasus saya sama sudah kirim laporan by WA sudah hari gaada progress Call CS juga di puter gabisa ngomong sama CS nya,Kasus saya sama sudah kirim laporan by WA sudah hari gaada progress Call CS juga di puter gabisa ngomong sama CS nya,"my case has sent a report by wa, it's no progress call, cs, also on puter can't talk to the cs",case sent report wa progress call cs also puter cant talk cs,"['case', 'sent', 'report', 'wa', 'progress', 'call', 'cs', 'also', 'puter', 'cant', 'talk', 'cs']","['case', 'sent', 'report', 'wa', 'progress', 'call', 'c', 'also', 'puter', 'cant', 'talk', 'c']",case sent report wa progress call c also puter cant talk c,0.203,0.0,0.797,positive
Paket dari tanggal sudah keluar dari kota pengirim masa sampai sekarang nggak ada progress padahal cuma Bekasi Tangerang Terus sekarang tibatiba dinyatakan hilang begitu saja Ini bagaimana ceritanya,Paket dari tanggal sudah keluar dari kota pengirim masa sampai sekarang nggak ada progress padahal cuma Bekasi Tangerang Terus sekarang tibatiba dinyatakan hilang begitu saja Ini bagaimana ceritanya,the package from the date has come out of the sendering city until now there is no progress even though it's only bekasi tangerang and now suddenly it is declared just like this,package date come sendering city progress even though bekasi tangerang suddenly declared like,"['package', 'date', 'come', 'sendering', 'city', 'progress', 'even', 'though', 'bekasi', 'tangerang', 'suddenly', 'declared', 'like']","['package', 'date', 'come', 'sendering', 'city', 'progress', 'even', 'though', 'bekasi', 'tangerang', 'suddenly', 'declare', 'like']",package date come sendering city progress even though bekasi tangerang suddenly declare like,0.325,0.0,0.675,positive
halo maaf mau tanya ada yang punya nomor kurir sicepat daerah menteng jakpus tidak ya ini paketku belum dipickup huhu,halo maaf mau tanya ada yang punya nomor kurir daerah menteng jakpus tidak ya ini paketku belum dipickup huhu,"hello sorry i want to ask anyone who has a courier number menteng jakpus region, yes, this package has not been pickup huhu",hello sorry want ask anyone courier number menteng jakpus region yes package pickup huhu,"['hello', 'sorry', 'want', 'ask', 'anyone', 'courier', 'number', 'menteng', 'jakpus', 'region', 'yes', 'package', 'pickup', 'huhu']","['hello', 'sorry', 'want', 'ask', 'anyone', 'courier', 'number', 'menteng', 'jakpus', 'region', 'yes', 'package', 'pickup', 'huhu']",hello sorry want ask anyone courier number menteng jakpus region yes package pickup huhu,0.319,0.078,0.602,positive
paket saya dari tanggal sampai sekarang belum sampai dan sudah hari tidak ada update tolong konfirmasinya,paket saya dari tanggal sampai sekarang belum sampai dan sudah hari tidak ada update tolong konfirmasinya,"my package from the date until now hasn't arrived and it's no update to the day, please confirm it",package date arrived update day please confirm,"['package', 'date', 'arrived', 'update', 'day', 'please', 'confirm']","['package', 'date', 'arrive', 'update', 'day', 'please', 'confirm']",package date arrive update day please confirm,0.277,0.0,0.723,positive
emg jasa kirim yang oke sangat menurut saya adalah jampt dah dia doang yang buka hari iniiii jne sama sicepat tutuuup,emg jasa kirim yang oke sangat menurut saya adalah jampt dah dia doang yang buka hari iniiii sama tutuuup,"emg send service, which is okay, in my opinion is jampt, he only opens today.",emg send service okay opinion jampt opens today,"['emg', 'send', 'service', 'okay', 'opinion', 'jampt', 'opens', 'today']","['emg', 'send', 'service', 'okay', 'opinion', 'jampt', 'open', 'today']",emg send service okay opinion jampt open today,0.213,0.0,0.787,positive
admin minta tolong cek paket dengan resi dari tanggal di tempat sortir mulu takut kenapa napa,admin minta tolong cek paket dengan resi dari tanggal di tempat sortir mulu takut kenapa napa,admin asked to please check the package with a receipt from the date at the sorting place.,admin asked please check package receipt date sorting place,"['admin', 'asked', 'please', 'check', 'package', 'receipt', 'date', 'sorting', 'place']","['admin', 'ask', 'please', 'check', 'package', 'receipt', 'date', 'sort', 'place']",admin ask please check package receipt date sort place,0.223,0.0,0.777,positive
alhasil dibatalin otomatis sama sistem wkwkwkw keren kamu kalau gabisa pickup bilang saja lah saya bisa ke counter ngerugiin saya sebagai penjual kalau seperti begini,alhasil dibatalin otomatis sama sistem wkwkwkw keren kamu kalau gabisa pickup bilang saja lah saya bisa ke counter ngerugiin saya sebagai penjual kalau seperti begini,"as a result, it is automatically canceled with your cool wkwkwk system if i can't pickup, just say that i can go to the counters to love me as a seller if it's like this",result automatically canceled cool wkwkwk system cant pickup say go counters love seller like,"['result', 'automatically', 'canceled', 'cool', 'wkwkwk', 'system', 'cant', 'pickup', 'say', 'go', 'counters', 'love', 'seller', 'like']","['result', 'automatically', 'cancel', 'cool', 'wkwkwk', 'system', 'cant', 'pickup', 'say', 'go', 'counter', 'love', 'seller', 'like']",result automatically cancel cool wkwkwk system cant pickup say go counter love seller like,0.429,0.095,0.476,positive
kurir pickup sicepat kaga jelas anjir tidak ramah,kurir pickup kaga jelas anjir tidak ramah,pickup courier kaga obviously anjir is not friendly,pickup courier kaga obviously anjir friendly,"['pickup', 'courier', 'kaga', 'obviously', 'anjir', 'friendly']","['pickup', 'courier', 'kaga', 'obviously', 'anjir', 'friendly']",pickup courier kaga obviously anjir friendly,0.39,0.0,0.61,positive
sbt Punten gess ada yang tinggal di jakarta pusat dket kantor sicepat cabang nggk yaa Klo ada yang berkenan saya mau minta tolong Klo oot bilang yaa,sbt Punten gess ada yang tinggal di jakarta pusat dket kantor cabang nggk yaa Klo ada yang berkenan saya mau minta tolong Klo oot bilang yaa,"sbt punten gaes, someone lives in central jakarta near the branch office, if someone is pleased, i want to ask for help if oot says yaa",sbt punten gaes someone lives central jakarta near branch office someone pleased want ask help oot says yaa,"['sbt', 'punten', 'gaes', 'someone', 'lives', 'central', 'jakarta', 'near', 'branch', 'office', 'someone', 'pleased', 'want', 'ask', 'help', 'oot', 'says', 'yaa']","['sbt', 'punten', 'gaes', 'someone', 'life', 'central', 'jakarta', 'near', 'branch', 'office', 'someone', 'pleased', 'want', 'ask', 'help', 'oot', 'say', 'yaa']",sbt punten gaes someone life central jakarta near branch office someone pleased want ask help oot say yaa,0.315,0.0,0.685,positive
