,full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
281,order wajib isi gform baik yang lewat shopee atau langsung pilih ekspedisi spxsicepat ya setelah co isi gform tf langsung bisa pakai dana bca bri spay,Order wajib isi gform baik yang lewat shopee atau langsung Pilih ekspedisi spxsicepat ya setelah co isi gform tf langsung bisa pakai dana bca bri spay,"order mandatory fill in the genform either through shopee or directly select the spxsicepas expedition, after the contents of the tf gathering can immediately use bca bri spay funds",order mandatory fill genform either shopee directly select spxsicepas expedition contents tf gathering immediately use bca bri spay funds,"['order', 'mandatory', 'fill', 'genform', 'either', 'shopee', 'directly', 'select', 'spxsicepas', 'expedition', 'contents', 'tf', 'gathering', 'immediately', 'use', 'bca', 'bri', 'spay', 'funds']","['order', 'mandatory', 'fill', 'genform', 'either', 'shopee', 'directly', 'select', 'spxsicepas', 'expedition', 'content', 'tf', 'gathering', 'immediately', 'use', 'bca', 'bri', 'spay', 'fund']"
282,paket  yang pake sicepat tadi udah aku drop off yaa mohon ditunggu thank you,paket yang pake tadi udah aku drop off yaa mohon ditunggu thank you,"the package that i used was drop off, please wait for you, thank you",package used drop off please wait you thank,"['package', 'used', 'drop', 'off', 'please', 'wait', 'you', 'thank']","['package', 'use', 'drop', 'off', 'please', 'wait', 'you', 'thank']"
283,cek dm min,cek DM min,check dm min,check dm min,"['check', 'dm', 'min']","['check', 'dm', 'min']"
284,sicepat emang lama,emang lama,it's been a long time,long time,"['long', 'time']","['long', 'time']"
285,kurir yang malas mengantar tolong ditindak dong sangat meresahkan,kurir yang malas mengantar tolong ditindak dong sangat meresahkan,lazy courier to deliver please deal with very troubling,lazy courier deliver please deal troubling,"['lazy', 'courier', 'deliver', 'please', 'deal', 'troubling']","['lazy', 'courier', 'deliver', 'please', 'deal', 'trouble']"
286,yakannn nyesal aku pas  milih sicepat dengan harapan bisa lebih cepat karna ada ongkirnya k kalau pakai spx  ongkirnya sksks mana dari tanggal  masih stuck di sidoarjo,yakannn nyesal aku pas milih dengan harapan bisa lebih cepat karna ada ongkirnya k kalau pakai spx ongkirnya sksks mana dari tanggal masih stuck di sidoarjo,yakann regret it when i choose with the hope that it can be faster because there is a postage if you use spx the shipping sksks from the date is still stuck in sidoarjo,yakann regret choose hope faster postage use spx shipping sksks date still stuck sidoarjo,"['yakann', 'regret', 'choose', 'hope', 'faster', 'postage', 'use', 'spx', 'shipping', 'sksks', 'date', 'still', 'stuck', 'sidoarjo']","['yakann', 'regret', 'choose', 'hope', 'faster', 'postage', 'use', 'spx', 'shipping', 'sksks', 'date', 'still', 'stuck', 'sidoarjo']"
287,spx cabangnya banyakk klo disini klo sicepat ga semua daerah ada jd yaa agak lelet,spx cabangnya banyakk klo disini klo ga semua daerah ada jd yaa agak lelet,"there are many branches of spx, if not all regions are there, it's a bit slow",many branches spx regions there bit slow,"['many', 'branches', 'spx', 'regions', 'there', 'bit', 'slow']","['many', 'branch', 'spx', 'region', 'there', 'bit', 'slow']"
288,kenapa spx lebih cepat dari sicepat,Kenapa SPX lebih cepat dari,why spx faster than,spx faster,"['spx', 'faster']","['spx', 'faster']"
289,alasannya konyol banget dirumah gue selalu ada orang padahal wkwk kemarin gue tungguin sampe malem juga gak ada tuh kurir dateng,Alasannya konyol banget Dirumah gue selalu ada orang padahal wkwk kemarin gue tungguin sampe malem juga gak ada tuh Kurir dateng,the reason is really ridiculous at my house there is always someone even though yesterday i waited for the evening until late there was no courier coming,reason really ridiculous house always someone even though yesterday waited evening late courier coming,"['reason', 'really', 'ridiculous', 'house', 'always', 'someone', 'even', 'though', 'yesterday', 'waited', 'evening', 'late', 'courier', 'coming']","['reason', 'really', 'ridiculous', 'house', 'always', 'someone', 'even', 'though', 'yesterday', 'wait', 'even', 'late', 'courier', 'come']"
290,baca dm saya kak,baca dm saya kak,read my dm sis,read dm sis,"['read', 'dm', 'sis']","['read', 'dm', 'si']"
291,gw gamau jawaban bot ama jawaban template ya ini estimasinya udah lewat masalahnya kasih gw jawaban yg pasti,Gw gamau jawaban bot ama jawaban template ya ini estimasinya udah lewat masalahnya kasih gw jawaban yg pasti,"i don't know the answer bots of the template answer, yes, this estimation is already through the problem, i love the definite answer",know answer bots template answer yes estimation already problem love definite answer,"['know', 'answer', 'bots', 'template', 'answer', 'yes', 'estimation', 'already', 'problem', 'love', 'definite', 'answer']","['know', 'answer', 'bot', 'template', 'answer', 'yes', 'estimation', 'already', 'problem', 'love', 'definite', 'answer']"
292,jujur gakk paket gw sekarang ada dimana sebenernya tim kalian update posisi paket aja lemot bener itu paket isinya buku gw yg mau gw presentasiin pas seminar hasil kemarin woiiiiiiiiii,jujur gakk paket gw sekarang ada dimana sebenernya Tim kalian update posisi paket aja lemot bener Itu paket isinya buku gw yg mau gw presentasiin pas seminar hasil kemarin woiiiiiiiiii,"honestly, i don't have my package now where your team actually updates the position of the package, it's just slow, the package is my book, which i want to present when the seminar results yesterday, woii",honestly package team actually updates position package slow package book want present seminar results yesterday woii,"['honestly', 'package', 'team', 'actually', 'updates', 'position', 'package', 'slow', 'package', 'book', 'want', 'present', 'seminar', 'results', 'yesterday', 'woii']","['honestly', 'package', 'team', 'actually', 'update', 'position', 'package', 'slow', 'package', 'book', 'want', 'present', 'seminar', 'result', 'yesterday', 'woii']"
293,sicepat nih amit amit bgt deh udh setting pickup tgl  sampe skrg blm di pickup,nih amit amit bgt deh udh setting pickup tgl sampe skrg blm di pickup,"this is god forbid, it's already a pickup setting until now it's not picked up now",god forbid already pickup setting picked,"['god', 'forbid', 'already', 'pickup', 'setting', 'picked']","['god', 'forbid', 'already', 'pickup', 'set', 'picked']"
294,cangkeman lin,Cangkeman lin,cangkeman lin,cangkeman lin,"['cangkeman', 'lin']","['cangkeman', 'lin']"
295,kaga lgi lagi gua pake lu layanan jelek,Kaga lgi lagi gua pake lu layanan jelek,kaga again i use you bad service,kaga use bad service,"['kaga', 'use', 'bad', 'service']","['kaga', 'use', 'bad', 'service']"
296,asli gapernah berhasil nyoba pickup ga jnt sicepat jne sama semuanya pls,Asli gapernah berhasil nyoba pickup ga sama semuanya pls,original gapernah managed to try the pickup not the same all pls,original gapernah managed try pickup pls,"['original', 'gapernah', 'managed', 'try', 'pickup', 'pls']","['original', 'gapernah', 'manage', 'try', 'pickup', 'pls']"
297,gua baru kali ini tiap hari telponin cs buat nanyain paket gak masuk akal anjrit ketahan dari tanggal  ga jalan barangnya gatau di mana dari sabtu jawabannya selalu sedang investigasi status ga update di web lu maunya apa,Gua baru kali ini tiap hari telponin CS buat nanyain paket Gak masuk akal anjrit ketahan dari tanggal ga jalan Barangnya gatau di mana Dari Sabtu jawabannya selalu sedang investigasi Status ga update di web Lu maunya apa,"this is the first time i call cs every day to ask the package that doesn't make sense of the durability from the date of not the way the item doesn't work, where from saturday the answer is always investigating the status not updated on your website what you want",first time call cs every day ask package make sense durability date way item work saturday answer always investigating status updated website want,"['first', 'time', 'call', 'cs', 'every', 'day', 'ask', 'package', 'make', 'sense', 'durability', 'date', 'way', 'item', 'work', 'saturday', 'answer', 'always', 'investigating', 'status', 'updated', 'website', 'want']","['first', 'time', 'call', 'c', 'every', 'day', 'ask', 'package', 'make', 'sense', 'durability', 'date', 'way', 'item', 'work', 'saturday', 'answer', 'always', 'investigate', 'status', 'update', 'website', 'want']"
298,langsung drop ke sicepat aja kakk emg agak sicepat ni,langsung drop ke aja kakk emg agak ni,immediately drop to just kakk emg rather,immediately drop kakk emg rather,"['immediately', 'drop', 'kakk', 'emg', 'rather']","['immediately', 'drop', 'kakk', 'emg', 'rather']"
299,moots mau tanya aku baru pertama kali kan pake sicepat buat pick up barang tp dia chat gini kan nah terus gmn ya aku hubunginnya atau nunggu dihubungin lg aku udh bales pesan ini semalem tp ga dijawab soalnya ini wa business tolong pencerahannya,Moots mau tanya aku baru pertama kali kan pake buat pick up barang tp dia chat gini kan nah terus gmn ya aku hubunginnya Atau nunggu dihubungin lg Aku udh bales pesan ini semalem tp ga dijawab soalnya ini wa business tolong pencerahannya,"moots want to ask me for the first time, i use it for pickups of goods, but he chat like this, then i will continue to contact it or wait for it to be contacted again, i have been replying to this message last night but it wasn't answered because this was wa business please enlightenment",moots want ask first time use pickups goods chat like this continue contact wait contacted again replying message last night answered wa business please enlightenment,"['moots', 'want', 'ask', 'first', 'time', 'use', 'pickups', 'goods', 'chat', 'like', 'this', 'continue', 'contact', 'wait', 'contacted', 'again', 'replying', 'message', 'last', 'night', 'answered', 'wa', 'business', 'please', 'enlightenment']","['moot', 'want', 'ask', 'first', 'time', 'use', 'pickup', 'good', 'chat', 'like', 'this', 'continue', 'contact', 'wait', 'contact', 'again', 'reply', 'message', 'last', 'night', 'answer', 'wa', 'business', 'please', 'enlightenment']"
300,bisabisanya paketnya nyasar gatau di rumah siapa payah banget sicepat,Bisabisanya paketnya nyasar gatau di rumah siapa Payah banget,"can the package stray, i don't know at home",package stray know home,"['package', 'stray', 'know', 'home']","['package', 'stray', 'know', 'home']"
301,lamaaaa bangetttt ga pernah ada jawaban katanya paling lambat tanggal  tp ini udh mau tanggal  paket ga gerak sama sekali dari tanggal  cuma ganti status doang cs gak responsive,lamaaaa bangetttt ga pernah ada jawaban katanya paling lambat tanggal tp ini udh mau tanggal paket ga gerak sama sekali dari tanggal cuma ganti status doang cs gak responsive,"it's been a long time, there has never been an answer, he said, no later than the date, but i want the package date, it doesn't move at all from the date, just replace the status, cs not responsive",long time never answer said later date want package date move date replace status cs responsive,"['long', 'time', 'never', 'answer', 'said', 'later', 'date', 'want', 'package', 'date', 'move', 'date', 'replace', 'status', 'cs', 'responsive']","['long', 'time', 'never', 'answer', 'say', 'later', 'date', 'want', 'package', 'date', 'move', 'date', 'replace', 'status', 'c', 'responsive']"
302,serius itu ada tindakan,Serius itu ada tindakan,seriously there is an action,seriously action,"['seriously', 'action']","['seriously', 'action']"
303,gelut lah,Gelut lah,berut,berut,['berut'],['berut']
304,berlin mending lu lanjut aja bobol bank spanyol daripada jadi admin sosmed ekspedisi,Berlin mending lu lanjut aja bobol bank spanyol daripada jadi admin sosmed ekspedisi,berlin mending you just continue to break the spanish bank instead of being an admin social media admin,berlin mending continue break spanish bank instead admin social media admin,"['berlin', 'mending', 'continue', 'break', 'spanish', 'bank', 'instead', 'admin', 'social', 'media', 'admin']","['berlin', 'mend', 'continue', 'break', 'spanish', 'bank', 'instead', 'admin', 'social', 'medium', 'admin']"
305,maaf ya min temen saya emg ada riwayat darah tinggi dan kena rusuh syndrome,maaf ya min temen saya emg ada riwayat darah tinggi dan kena rusuh syndrome,"sorry, min, my friend, i have a history of high blood pressure and hit by riot syndrome",sorry min friend history high blood pressure hit riot syndrome,"['sorry', 'min', 'friend', 'history', 'high', 'blood', 'pressure', 'hit', 'riot', 'syndrome']","['sorry', 'min', 'friend', 'history', 'high', 'blood', 'pressure', 'hit', 'riot', 'syndrome']"
306,halo min ini paket saya sejak sabtu selalu gagal dipick up keterangannya reschedule by seller padahal saya tidak pernah mengajukan reschedule tolong dibantu follow up terima kasih,halo min ini paket saya sejak sabtu selalu gagal dipick up keterangannya reschedule by seller padahal saya tidak pernah mengajukan reschedule Tolong dibantu follow up terima kasih,hello min this package my package since saturday always failed to be discontinated rescheduled by seller even though i never submitted a reschedule please help follow up thank you,hello min package package since saturday always failed discontinated rescheduled seller even though never submitted reschedule please help follow thank,"['hello', 'min', 'package', 'package', 'since', 'saturday', 'always', 'failed', 'discontinated', 'rescheduled', 'seller', 'even', 'though', 'never', 'submitted', 'reschedule', 'please', 'help', 'follow', 'thank']","['hello', 'min', 'package', 'package', 'since', 'saturday', 'always', 'fail', 'discontinated', 'reschedule', 'seller', 'even', 'though', 'never', 'submit', 'reschedule', 'please', 'help', 'follow', 'thank']"
